# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 23 11:19:13 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,sy_dist
10065,Kepler-1383 b,Kepler-1383,1,1,1,Transit,2016,13.90935830,,1.410,0.126,,,,,,0,6370.00,1.44,1.26,1027.2100000
10068,Kepler-1384 b,Kepler-1384,1,1,1,Transit,2016,15.36262753,,1.940,0.173,,,,,,0,4919.00,0.74,0.78,
10085,Kepler-1385 b,Kepler-1385,1,1,1,Transit,2016,2.88879862,,0.850,0.076,,,,,,0,5732.00,1.29,1.15,688.7950000
10088,Kepler-1386 b,Kepler-1386,1,1,1,Transit,2016,6.73972381,,1.240,0.111,,,,,,0,5733.00,1.03,1.02,835.8820000
10095,Kepler-1387 b,Kepler-1387,1,1,1,Transit,2016,2.27952666,,0.930,0.083,,,,,,0,5046.00,0.77,0.82,455.3580000
10108,Kepler-1388 b,Kepler-1388,1,1,4,Transit,2016,12.28546030,,2.590,0.231,,,,,,1,4098.00,0.61,0.63,453.7950000
10116,Kepler-1388 c,Kepler-1388,1,1,4,Transit,2016,5.53608151,,2.260,0.202,,,,,,0,4098.00,0.61,0.63,453.7950000
10130,Kepler-1388 d,Kepler-1388,1,1,4,Transit,2016,20.95681580,,2.860,0.255,,,,,,0,4098.00,0.61,0.63,453.7950000
10135,Kepler-1388 e,Kepler-1388,1,1,4,Transit,2016,37.63270840,,2.460,0.219,,,,,,0,4098.00,0.61,0.63,453.7950000
10144,Kepler-1389 b,Kepler-1389,1,1,1,Transit,2016,99.25309510,,1.770,0.158,,,,,,1,5078.00,0.74,0.81,497.0930000
10151,Kepler-139 b,Kepler-139,1,1,2,Transit,2014,15.77104400,0.127000,2.940,0.262,,,,,,0,5594.00,1.30,,391.0380000
10163,Kepler-139 c,Kepler-139,1,1,2,Transit,2014,157.07287800,0.586000,3.380,0.302,,,,,,1,5594.00,1.30,,391.0380000
10171,Kepler-1390 b,Kepler-1390,1,1,1,Transit,2016,6.48021673,,1.180,0.105,,,,,,0,5753.00,0.98,0.98,723.4310000
10186,Kepler-1391 b,Kepler-1391,1,1,1,Transit,2016,54.40923330,,1.680,0.150,,,,,,0,5840.00,1.10,1.03,1038.3500000
10189,Kepler-1392 b,Kepler-1392,1,1,1,Transit,2016,15.14103970,,1.960,0.175,,,,,,0,5479.00,0.85,0.88,
10199,Kepler-1393 b,Kepler-1393,1,1,1,Transit,2016,2.44357812,,0.800,0.071,,,,,,0,5697.00,0.92,0.95,544.4560000
10210,Kepler-1394 b,Kepler-1394,1,1,1,Transit,2016,3.93766373,,1.390,0.124,,,,,,0,6481.00,2.55,1.64,640.4090000
10223,Kepler-1395 b,Kepler-1395,1,1,1,Transit,2016,3.78470649,,0.800,0.071,,,,,,0,6138.00,1.23,1.17,492.8940000
10225,Kepler-1396 b,Kepler-1396,1,1,1,Transit,2016,18.22064210,,2.070,0.185,,,,,,0,6195.00,1.27,1.18,1066.4600000
10240,Kepler-1397 b,Kepler-1397,1,1,1,Transit,2016,47.44995500,,1.720,0.153,,,,,,0,6026.00,1.12,1.09,1198.2500000
10251,Kepler-1398 b,Kepler-1398,1,1,2,Transit,2016,2.78815679,,0.900,0.080,,,,,,0,6126.00,1.18,1.13,852.2040000
10256,Kepler-1398 c,Kepler-1398,1,1,2,Transit,2016,4.13827595,,1.030,0.092,,,,,,0,6126.00,1.18,1.13,852.2040000
10263,Kepler-1399 b,Kepler-1399,1,1,1,Transit,2016,1.63865306,,1.250,0.112,,,,,,0,5735.00,0.96,0.97,1385.7000000
10277,Kepler-14 b,Kepler-14,1,2,1,Transit,2011,6.79012300,,12.733,1.136,2669.66000,8.40000,Mass,0.035000,,0,6395.00,2.05,1.51,
10286,Kepler-140 b,Kepler-140,1,1,2,Transit,2014,3.25427000,0.045000,1.610,0.144,,,,,,0,6077.00,1.29,,583.8590000
10295,Kepler-140 c,Kepler-140,1,1,2,Transit,2014,91.35328200,0.414000,1.800,0.161,,,,,,0,6077.00,1.29,,583.8590000
10308,Kepler-1400 b,Kepler-1400,1,1,1,Transit,2016,9.06689421,,1.620,0.145,,,,,,0,5044.00,0.78,0.83,752.2370000
10315,Kepler-1401 b,Kepler-1401,1,1,1,Transit,2016,11.20066445,,1.680,0.150,,,,,,0,5964.00,1.10,1.07,1425.4300000
10324,Kepler-1402 b,Kepler-1402,1,1,1,Transit,2016,2.03387914,,0.760,0.068,,,,,,0,5416.00,0.87,0.90,1493.6400000
10330,Kepler-1403 b,Kepler-1403,1,1,1,Transit,2016,5.19492202,,2.140,0.191,,,,,,0,6060.00,1.15,1.11,2163.9000000
10344,Kepler-1404 b,Kepler-1404,1,1,1,Transit,2016,15.93147390,,2.010,0.179,,,,,,0,5261.00,0.80,0.84,962.1830000
10354,Kepler-1405 b,Kepler-1405,1,1,1,Transit,2016,28.22741840,,3.960,0.353,,,,,,0,5925.00,1.07,1.05,1530.3000000
10358,Kepler-1406 b,Kepler-1406,1,1,1,Transit,2016,11.62905828,,1.100,0.098,,,,,,0,5892.00,1.12,1.05,572.4030000
10370,Kepler-1407 b,Kepler-1407,1,1,1,Transit,2016,20.07115040,,2.250,0.201,,,,,,0,6010.00,1.15,1.10,1396.4100000
10379,Kepler-1408 b,Kepler-1408,1,1,1,Transit,2016,2.99793191,,0.890,0.079,,,,,,0,6170.00,1.35,1.21,535.0480000
10387,Kepler-1409 b,Kepler-1409,1,1,1,Transit,2016,0.76486493,,1.040,0.093,,,,,,0,5160.00,0.79,0.83,694.8900000
10398,Kepler-141 b,Kepler-141,1,1,2,Transit,2014,3.10767500,0.039000,0.690,0.062,,,,,,0,4910.00,0.79,,301.1830000
10404,Kepler-141 c,Kepler-141,1,1,2,Transit,2014,7.01060600,0.067000,1.410,0.126,,,,,,0,4910.00,0.79,,301.1830000
10423,Kepler-1410 b,Kepler-1410,1,1,1,Transit,2016,60.86616800,,1.780,0.159,,,,,,0,4092.00,0.60,0.63,
10426,Kepler-1411 b,Kepler-1411,1,1,1,Transit,2016,86.11508880,,2.820,0.252,,,,,,0,5664.00,0.92,0.95,1660.4800000
10435,Kepler-1412 b,Kepler-1412,1,1,1,Transit,2016,3.61460510,,0.830,0.074,,,,,,0,5880.00,1.27,1.06,755.6780000
10446,Kepler-1413 b,Kepler-1413,1,1,1,Transit,2016,13.18296420,,1.820,0.162,,,,,,0,5196.00,0.80,0.84,1167.4900000
10458,Kepler-1414 b,Kepler-1414,1,1,1,Transit,2016,3.51576315,,1.230,0.110,,,,,,0,4951.00,0.75,0.80,570.8350000
10466,Kepler-1415 b,Kepler-1415,1,1,1,Transit,2016,0.63642408,,1.290,0.115,,,,,,0,5267.00,0.84,0.89,1043.5600000
10478,Kepler-1416 b,Kepler-1416,1,1,1,Transit,2016,1.49514952,,0.880,0.079,,,,,,0,6019.00,1.15,1.09,949.5900000
10480,Kepler-1417 b,Kepler-1417,1,1,1,Transit,2016,20.35052130,,1.000,0.089,,,,,,0,5839.00,1.02,1.02,991.8450000
10489,Kepler-1418 b,Kepler-1418,1,1,1,Transit,2016,22.47644250,,1.660,0.148,,,,,,0,4770.00,0.72,0.77,
10501,Kepler-1419 b,Kepler-1419,1,1,1,Transit,2016,42.52158950,,2.860,0.255,,,,,,0,5796.00,1.01,1.01,1498.5800000
10515,Kepler-142 b,Kepler-142,1,1,3,Transit,2014,2.02415200,0.032000,1.990,0.178,,,,,,0,5790.00,1.27,,548.6860000
10521,Kepler-142 c,Kepler-142,1,1,3,Transit,2014,4.76170200,0.057000,2.860,0.255,,,,,,0,5790.00,1.27,,548.6860000
10532,Kepler-142 d,Kepler-142,1,1,3,Transit,2014,41.80911800,0.242000,2.160,0.193,,,,,,1,5790.00,1.27,,548.6860000
10546,Kepler-1420 b,Kepler-1420,1,1,1,Transit,2016,6.69960006,,1.280,0.114,,,,,,0,5187.00,0.79,0.82,1054.3700000
10553,Kepler-1421 b,Kepler-1421,1,1,1,Transit,2016,6.91311120,,0.930,0.083,,,,,,0,6335.00,1.42,1.25,783.4010000
10565,Kepler-1422 b,Kepler-1422,1,1,1,Transit,2016,18.60519420,,2.020,0.180,,,,,,0,6194.00,1.23,1.15,2465.8400000
10568,Kepler-1423 b,Kepler-1423,1,1,1,Transit,2016,23.95537800,,1.060,0.095,,,,,,0,4939.00,0.75,0.79,
10582,Kepler-1424 b,Kepler-1424,1,1,1,Transit,2016,29.60917440,,1.160,0.103,,,,,,0,5838.00,1.07,1.02,661.4210000
10591,Kepler-1425 b,Kepler-1425,1,1,1,Transit,2016,14.45413020,,0.940,0.084,,,,,,0,5718.00,0.95,0.97,863.8730000
10597,Kepler-1426 b,Kepler-1426,1,1,1,Transit,2016,14.25632270,,1.560,0.139,,,,,,0,5831.00,1.02,1.02,1697.8100000
10606,Kepler-1427 b,Kepler-1427,1,1,1,Transit,2016,0.96897238,,1.100,0.098,,,,,,0,5793.00,1.01,1.01,
10609,Kepler-1428 b,Kepler-1428,1,1,1,Transit,2016,10.67607169,,1.640,0.146,,,,,,0,6184.00,1.36,1.28,1530.3200000
10623,Kepler-1429 b,Kepler-1429,1,1,1,Transit,2016,4.48487493,,1.290,0.115,,,,,,0,5902.00,1.07,1.05,1214.0900000
10628,Kepler-143 b,Kepler-143,1,1,2,Transit,2014,16.00758300,0.127000,2.410,0.215,,,,,,0,5848.00,1.36,,809.4670000
10643,Kepler-143 c,Kepler-143,1,1,2,Transit,2014,27.08251100,0.181000,3.370,0.301,,,,,,0,5848.00,1.36,,809.4670000
10653,Kepler-1430 b,Kepler-1430,1,1,1,Transit,2016,2.46050993,,1.180,0.105,,,,,,0,4796.00,0.72,0.77,875.5230000
10660,Kepler-1431 b,Kepler-1431,1,1,1,Transit,2016,5.86601526,,1.470,0.131,,,,,,0,5806.00,1.03,1.03,1623.2400000
10664,Kepler-1432 b,Kepler-1432,1,1,1,Transit,2016,23.91090110,,2.220,0.198,,,,,,0,6031.00,1.13,1.09,2171.8700000
10677,Kepler-1433 b,Kepler-1433,1,1,1,Transit,2016,4.13592271,,1.560,0.139,,,,,,0,6097.00,1.19,1.14,
10688,Kepler-1434 b,Kepler-1434,1,1,1,Transit,2016,8.05333618,,1.110,0.099,,,,,,0,6291.00,2.04,1.47,775.5290000
10694,Kepler-1435 b,Kepler-1435,1,1,1,Transit,2016,4.45343281,,0.860,0.077,,,,,,0,6356.00,1.32,1.21,704.2110000
10703,Kepler-1436 b,Kepler-1436,1,1,1,Transit,2016,9.70571600,,1.310,0.117,,,,,,0,5972.00,1.09,1.06,2530.6200000
10707,Kepler-1437 b,Kepler-1437,1,1,1,Transit,2016,10.92954610,,1.370,0.122,,,,,,0,5557.00,0.90,0.93,2101.6900000
10717,Kepler-1438 b,Kepler-1438,1,1,1,Transit,2016,2.31942009,,0.940,0.084,,,,,,0,5530.00,0.96,0.97,1154.1300000
10733,Kepler-1439 b,Kepler-1439,1,1,1,Transit,2016,8.07392849,,1.460,0.130,,,,,,0,3578.00,0.43,0.46,225.3930000
10739,Kepler-144 b,Kepler-144,1,1,2,Transit,2014,5.88527300,0.066000,1.330,0.119,,,,,,0,6075.00,1.24,,384.9170000
10748,Kepler-144 c,Kepler-144,1,1,2,Transit,2014,10.10466500,0.094000,1.350,0.120,,,,,,0,6075.00,1.24,,384.9170000
10760,Kepler-1440 b,Kepler-1440,1,1,1,Transit,2016,39.85948400,,1.260,0.112,,,,,,0,5698.00,0.96,0.98,1115.3500000
10777,Kepler-1441 b,Kepler-1441,1,1,1,Transit,2016,39.44198390,,1.310,0.117,,,,,,0,5802.00,1.00,1.00,1110.4800000
10785,Kepler-1442 b,Kepler-1442,1,1,1,Transit,2016,81.41629410,,3.930,0.351,,,,,,0,6394.00,1.44,1.34,608.6800000
10792,Kepler-1443 b,Kepler-1443,1,1,1,Transit,2016,2.41811321,,0.970,0.087,,,,,,0,6289.00,1.27,1.19,593.6460000
10802,Kepler-1444 b,Kepler-1444,1,1,1,Transit,2016,33.42035034,,2.180,0.194,,,,,,0,5810.00,1.05,1.03,319.6750000
10809,Kepler-1445 b,Kepler-1445,1,1,1,Transit,2016,10.60052251,,0.960,0.086,,,,,,0,6150.00,1.26,1.13,506.3570000
10816,Kepler-1446 b,Kepler-1446,1,1,1,Transit,2016,0.68996783,,0.820,0.073,,,,,,0,4865.00,0.75,0.81,152.0750000
10822,Kepler-1447 b,Kepler-1447,1,1,1,Transit,2016,56.67472850,,2.900,0.259,,,,,,0,5722.00,0.95,0.97,890.2960000
10833,Kepler-1448 b,Kepler-1448,1,1,1,Transit,2016,12.27065865,,1.610,0.144,,,,,,0,5774.00,0.93,0.95,768.9030000
10844,Kepler-1449 b,Kepler-1449,1,1,1,Transit,2016,13.22745280,,1.680,0.150,,,,,,0,5979.00,1.10,1.08,2006.4800000
10851,Kepler-145 b,Kepler-145,1,1,2,Transit,2013,22.95100000,,2.650,0.236,37.10000,0.11700,Mass,,,1,,1.85,1.32,566.8500000
10859,Kepler-145 c,Kepler-145,1,1,2,Transit,2013,42.88200000,,4.320,0.385,79.40000,0.25000,Mass,,,1,,1.85,1.32,566.8500000
10877,Kepler-1450 b,Kepler-1450,1,1,1,Transit,2016,54.50941660,,1.710,0.153,,,,,,0,4524.00,0.68,0.71,505.8290000
10881,Kepler-1451 b,Kepler-1451,1,1,1,Transit,2016,35.62223300,,3.350,0.299,,,,,,0,5782.00,0.99,1.00,1058.7200000
10894,Kepler-1452 b,Kepler-1452,1,1,1,Transit,2016,42.91375100,,2.700,0.241,,,,,,0,6101.00,2.06,1.41,996.3200000
10899,Kepler-1453 b,Kepler-1453,1,1,1,Transit,2016,47.16116960,,2.670,0.238,,,,,,1,5665.00,0.94,0.97,1196.0400000
10914,Kepler-1454 b,Kepler-1454,1,1,1,Transit,2016,47.03194790,,1.880,0.168,,,,,,0,5448.00,0.86,0.90,780.5660000
10915,Kepler-1455 b,Kepler-1455,1,1,1,Transit,2016,49.27676400,,2.160,0.193,,,,,,0,4075.00,0.60,0.62,357.6210000
10930,Kepler-1456 b,Kepler-1456,1,1,1,Transit,2016,18.13738290,,1.140,0.102,,,,,,0,4231.00,0.62,0.64,370.3120000
10941,Kepler-1457 b,Kepler-1457,1,1,1,Transit,2016,51.11102430,,1.990,0.178,,,,,,0,5866.00,1.01,1.01,889.8850000
10942,Kepler-1458 b,Kepler-1458,1,1,1,Transit,2016,47.98727640,,2.760,0.246,,,,,,0,5653.00,0.94,0.96,544.4500000
10957,Kepler-1459 b,Kepler-1459,1,1,1,Transit,2016,62.86916110,,1.360,0.121,,,,,,0,4828.00,0.74,0.78,455.4790000
10965,Kepler-146 b,Kepler-146,1,1,2,Transit,2014,31.15879900,0.200000,3.710,0.331,,,,,,0,5948.00,1.21,,716.7970000
10981,Kepler-146 c,Kepler-146,1,1,2,Transit,2014,76.73217100,0.364000,3.130,0.279,,,,,,0,5948.00,1.21,,716.7970000
10985,Kepler-1460 b,Kepler-1460,1,1,1,Transit,2016,29.96332470,,1.960,0.175,,,,,,0,4422.00,0.67,0.70,553.2180000
10995,Kepler-1461 b,Kepler-1461,1,1,1,Transit,2016,29.34947750,,2.030,0.181,,,,,,0,4919.00,0.74,0.79,679.1060000
11007,Kepler-1462 b,Kepler-1462,1,1,1,Transit,2016,65.64883410,,3.820,0.341,,,,,,0,5756.00,1.00,1.00,1017.8200000
11013,Kepler-1463 b,Kepler-1463,1,1,1,Transit,2016,25.15864000,,1.860,0.166,,,,,,0,5679.00,0.95,0.96,1687.4700000
11018,Kepler-1464 b,Kepler-1464,1,1,2,Transit,2016,31.77859010,,1.660,0.148,,,,,,0,5828.00,1.01,1.02,1151.7300000
11031,Kepler-1464 c,Kepler-1464,1,1,2,Transit,2016,5.32786292,,1.000,0.089,,,,,,0,5828.00,1.01,1.02,1151.7300000
11037,Kepler-1465 b,Kepler-1465,1,1,1,Transit,2016,31.82771110,,1.770,0.158,,,,,,0,4726.00,0.71,0.75,359.4970000
11048,Kepler-1466 b,Kepler-1466,1,1,1,Transit,2016,31.17504480,,1.550,0.138,,,,,,0,5884.00,1.02,1.01,631.9490000
11055,Kepler-1467 b,Kepler-1467,1,1,1,Transit,2016,47.05690430,,3.300,0.294,,,,,,0,5332.00,0.82,0.86,852.8880000
11068,Kepler-1468 b,Kepler-1468,1,1,3,Transit,2016,8.23984869,,1.730,0.154,,,,,,0,5893.00,1.05,1.04,1899.2400000
11075,Kepler-1468 c,Kepler-1468,1,1,3,Transit,2016,3.54553021,,1.150,0.103,,,,,,0,5893.00,1.05,1.04,1899.2400000
11082,Kepler-1468 d,Kepler-1468,1,1,3,Transit,2021,19.59059906,,3.332,0.297,,,,,,0,5794.00,1.50,1.07,1899.2400000
11085,Kepler-1469 b,Kepler-1469,1,1,1,Transit,2016,21.86353010,,2.800,0.250,,,,,,0,5507.00,0.89,0.92,1159.3000000
11099,Kepler-147 b,Kepler-147,1,1,2,Transit,2014,12.61058400,0.113000,1.530,0.136,,,,,,0,6012.00,1.47,,1042.0200000
11110,Kepler-147 c,Kepler-147,1,1,2,Transit,2014,33.41642300,0.216000,2.430,0.217,,,,,,0,6012.00,1.47,,1042.0200000
11118,Kepler-1470 b,Kepler-1470,1,1,1,Transit,2016,16.29509030,,1.070,0.095,,,,,,0,4961.00,0.76,0.80,590.6010000
11126,Kepler-1471 b,Kepler-1471,1,1,1,Transit,2016,3.63899398,,1.410,0.126,,,,,,0,5660.00,0.93,0.95,978.6780000
11133,Kepler-1472 b,Kepler-1472,1,1,1,Transit,2016,38.13128310,,1.900,0.170,,,,,,0,6159.00,1.25,1.16,1479.1400000
11140,Kepler-1473 b,Kepler-1473,1,1,1,Transit,2016,14.42735510,,1.190,0.106,,,,,,0,6046.00,1.09,1.09,652.2530000
11148,Kepler-1474 b,Kepler-1474,1,1,1,Transit,2016,36.43334520,,2.160,0.193,,,,,,0,5870.00,1.04,1.04,1180.9000000
11161,Kepler-1475 b,Kepler-1475,1,1,1,Transit,2016,82.17737400,,2.920,0.261,,,,,,0,6214.00,1.28,1.18,1568.3800000
11171,Kepler-1476 b,Kepler-1476,1,1,1,Transit,2016,10.35863224,,1.670,0.149,,,,,,0,5663.00,0.96,0.98,1002.7400000
11177,Kepler-1477 b,Kepler-1477,1,1,1,Transit,2016,11.55530021,,1.180,0.105,,,,,,0,5100.00,0.78,0.81,680.8280000
11184,Kepler-1478 b,Kepler-1478,1,1,1,Transit,2016,26.08405940,,1.730,0.154,,,,,,0,5904.00,1.06,1.04,1845.5800000
11198,Kepler-1479 b,Kepler-1479,1,1,1,Transit,2016,14.53261362,,1.830,0.163,,,,,,0,5796.00,0.98,0.99,728.6680000
11206,Kepler-148 b,Kepler-148,1,1,3,Transit,2014,1.72936600,0.028000,1.800,0.161,,,,,,0,5272.00,0.85,,791.1630000
11213,Kepler-148 c,Kepler-148,1,1,3,Transit,2014,4.18004300,0.050000,3.600,0.321,,,,,,0,5272.00,0.85,,791.1630000
11229,Kepler-148 d,Kepler-148,1,1,3,Transit,2016,51.84688575,,8.680,0.774,,,,,,0,5172.00,0.81,0.86,791.1630000
11238,Kepler-1480 b,Kepler-1480,1,2,1,Transit,2016,22.12679948,,1.670,0.149,,,,,,0,5156.00,0.81,0.85,500.8920000
11243,Kepler-1481 b,Kepler-1481,1,1,1,Transit,2016,5.94220998,,1.230,0.110,,,,,,0,4908.00,0.75,0.80,459.0760000
11252,Kepler-1482 b,Kepler-1482,1,1,1,Transit,2016,12.25383217,,1.010,0.090,,,,,,0,5381.00,0.84,0.88,567.5560000
11256,Kepler-1483 b,Kepler-1483,1,1,1,Transit,2016,9.50851560,,1.520,0.136,,,,,,0,6337.00,1.40,1.25,1273.7800000
11267,Kepler-1484 b,Kepler-1484,1,1,1,Transit,2016,30.45491360,,2.110,0.188,,,,,,0,5730.00,0.92,0.94,2879.8300000
11274,Kepler-1485 b,Kepler-1485,1,1,1,Transit,2016,19.91577250,,1.470,0.131,,,,,,0,6087.00,1.12,1.11,615.6600000
11286,Kepler-1486 b,Kepler-1486,1,1,1,Transit,2016,54.64957590,,2.320,0.207,,,,,,0,5965.00,1.12,1.08,1769.1400000
11293,Kepler-1487 b,Kepler-1487,1,1,1,Transit,2016,7.31946363,,2.130,0.190,,,,,,0,6541.00,1.63,1.38,1014.6200000
11303,Kepler-1488 b,Kepler-1488,1,1,2,Transit,2016,39.81899320,,1.860,0.166,,,,,,0,5820.00,1.31,1.05,905.8250000
11308,Kepler-1488 c,Kepler-1488,1,1,2,Transit,2021,6.15826988,,1.652,0.147,,,,,,0,5710.00,1.52,1.00,905.8250000
11319,Kepler-1489 b,Kepler-1489,1,1,1,Transit,2016,82.29475100,,1.770,0.158,,,,,,0,5655.00,0.90,0.93,1283.0500000
11329,Kepler-149 b,Kepler-149,1,1,3,Transit,2014,29.19894300,0.184000,4.210,0.376,,,,,,0,5381.00,0.95,,571.0340000
11337,Kepler-149 c,Kepler-149,1,1,3,Transit,2014,55.32832800,0.281000,1.610,0.144,,,,,,0,5381.00,0.95,,571.0340000
11345,Kepler-149 d,Kepler-149,1,1,3,Transit,2014,160.01803200,0.571000,3.960,0.353,,,,,,0,5381.00,0.95,,571.0340000
11354,Kepler-1490 b,Kepler-1490,1,1,1,Transit,2016,92.43629730,,3.040,0.271,,,,,,0,5515.00,0.87,0.90,862.9200000
11366,Kepler-1491 b,Kepler-1491,1,1,1,Transit,2016,16.58617620,,1.510,0.135,,,,,,0,5728.00,0.99,1.00,2065.5900000
11372,Kepler-1492 b,Kepler-1492,1,1,1,Transit,2016,16.75255007,,1.490,0.133,,,,,,0,4712.00,0.72,0.77,331.5530000
11383,Kepler-1493 b,Kepler-1493,1,1,1,Transit,2016,15.02179830,,1.410,0.126,,,,,,0,5863.00,1.29,1.06,555.0510000
11387,Kepler-1494 b,Kepler-1494,1,1,1,Transit,2016,91.08048200,,3.070,0.274,,,,,,0,5659.00,0.94,0.96,1285.4800000
11396,Kepler-1495 b,Kepler-1495,1,1,1,Transit,2016,85.27325600,,2.940,0.262,,,,,,0,5831.00,1.04,1.03,1355.5400000
11407,Kepler-1496 b,Kepler-1496,1,1,1,Transit,2016,64.65880170,,2.220,0.198,,,,,,0,6182.00,1.27,1.18,1307.6600000
11411,Kepler-1497 b,Kepler-1497,1,1,1,Transit,2016,8.74199772,,1.660,0.148,,,,,,0,5675.00,0.95,0.96,
11421,Kepler-1498 b,Kepler-1498,1,1,1,Transit,2016,48.05140500,,1.330,0.119,,,,,,0,5256.00,0.81,0.86,
11428,Kepler-1499 b,Kepler-1499,1,1,1,Transit,2016,44.20080000,,1.190,0.106,,,,,,0,5097.00,0.78,0.82,309.8690000
11441,Kepler-15 b,Kepler-15,1,1,1,Transit,2011,4.94278200,0.057140,10.760,0.960,209.76000,0.66000,Mass,0.060000,,0,5515.00,0.99,1.02,739.4120000
11449,Kepler-150 b,Kepler-150,1,1,5,Transit,2014,3.42805400,0.044000,1.250,0.112,,,,,,0,5560.00,0.94,,891.0920000
11458,Kepler-150 c,Kepler-150,1,1,5,Transit,2014,7.38199800,0.073000,3.690,0.329,,,,,,0,5560.00,0.94,,891.0920000
11474,Kepler-150 d,Kepler-150,1,1,5,Transit,2014,12.56093000,0.104000,2.790,0.249,,,,,,0,5560.00,0.94,,891.0920000
11480,Kepler-150 e,Kepler-150,1,1,5,Transit,2014,30.82655700,0.189000,3.120,0.278,,,,,,0,5560.00,0.94,,891.0920000
11491,Kepler-150 f,Kepler-150,1,1,5,Transit,2017,637.20930000,1.240000,3.640,0.325,,,,,,0,5528.00,0.91,0.97,891.0920000
11497,Kepler-1500 b,Kepler-1500,1,1,1,Transit,2016,15.03301050,,1.200,0.107,,,,,,0,5845.00,1.00,1.00,1217.8200000
11507,Kepler-1501 b,Kepler-1501,1,1,1,Transit,2016,14.55645330,,1.560,0.139,,,,,,0,6229.00,1.30,1.20,749.0600000
11516,Kepler-1502 b,Kepler-1502,1,1,1,Transit,2016,41.70836290,,3.180,0.284,,,,,,0,6666.00,1.72,1.44,1514.0200000
11522,Kepler-1503 b,Kepler-1503,1,1,1,Transit,2016,96.16987000,,2.270,0.203,,,,,,0,5069.00,0.74,0.77,1225.5700000
11528,Kepler-1504 b,Kepler-1504,1,1,1,Transit,2016,82.30400300,,2.130,0.190,,,,,,0,5393.00,0.81,0.85,2435.9400000
11541,Kepler-1505 b,Kepler-1505,1,1,1,Transit,2016,30.86093660,,0.930,0.083,,,,,,0,5686.00,0.86,0.93,495.1480000
11548,Kepler-1506 b,Kepler-1506,1,1,1,Transit,2016,14.03291540,,1.320,0.118,,,,,,0,5676.00,0.93,0.95,2366.0200000
11554,Kepler-1507 b,Kepler-1507,1,1,1,Transit,2016,16.05062130,,0.840,0.075,,,,,,0,5410.00,0.85,0.89,320.4780000
11562,Kepler-1508 b,Kepler-1508,1,1,1,Transit,2016,20.70565040,,1.330,0.119,,,,,,0,6158.00,1.22,1.14,1260.2800000
11572,Kepler-1509 b,Kepler-1509,1,1,1,Transit,2016,25.43381970,,1.850,0.165,,,,,,0,5780.00,0.99,1.00,2002.9600000
11580,Kepler-151 b,Kepler-151,1,1,2,Transit,2014,15.22895800,0.116000,3.060,0.273,,,,,,0,5460.00,0.83,,649.9190000
11589,Kepler-151 c,Kepler-151,1,1,2,Transit,2014,24.67461200,0.160000,2.090,0.186,,,,,,0,5460.00,0.83,,649.9190000
11601,Kepler-1510 b,Kepler-1510,1,1,1,Transit,2016,84.70392100,,3.360,0.300,,,,,,0,6200.00,1.28,1.19,1696.2500000
11609,Kepler-1511 b,Kepler-1511,1,1,1,Transit,2016,23.23827920,,1.680,0.150,,,,,,0,6064.00,1.29,1.17,1475.6000000
11620,Kepler-1512 b,Kepler-1512,1,1,1,Transit,2016,20.35972599,,1.180,0.105,,,,,,0,4372.00,0.67,0.73,
11633,Kepler-1513 b,Kepler-1513,1,1,1,Transit,2016,160.88465087,,8.460,0.755,,,,,,0,5617.00,0.97,0.99,349.2470000
11640,Kepler-1514 b,Kepler-1514,1,1,2,Transit,2016,217.83184000,0.753000,12.420,1.108,1678.14240,5.28000,Mass,0.401000,388,0,6145.00,1.29,1.20,397.2920000
11650,Kepler-1514 c,Kepler-1514,1,1,2,Transit,2020,10.51418100,0.099700,1.176,0.105,,,,0.320000,1066,0,6145.00,1.29,1.20,397.2920000
